S.No.,User,Rating,Review_summary,Customer_info,Date,Upvote,Downvote,Review_detail
4497,Subhash  Chodankar,5,Perfect product!,"Certified Buyer, Aldona",Subhash  Chodankar,0,0,"The iPhone is a dream of every mobile user.. and it will never disappoint with it's features as per price tag, 100% satisfaction"
4498,RAAHUL KUMAR,5,Terrific purchase,"Certified Buyer, New Delhi",RAAHUL KUMAR,0,0,I am satisfied 😊 with delivery from flipkart. This a my second i-phone love it.🥰
4499,Paramveer Singh Rathore,5,Highly recommended,"Certified Buyer, Abu Road",Paramveer Singh Rathore,0,0,Nice products of iPhone
4500,Akhil kk,4,Good quality product,"Certified Buyer, Kunnummal",Akhil kk,0,0,Good
4501,Nyla Ali,5,Fabulous!,"Certified Buyer, Lucknow",Nyla Ali,0,0,Lovely
4502,Sat Kumar,5,Classy product,"Certified Buyer, Chennai",Sat Kumar,0,0,Good
4503,Jaydeep  Raja,5,Fabulous!,"Certified Buyer, Junagadh",Jaydeep  Raja,0,0,Best ever iphone in this price range.
4504,Sujeet  Gupta ,5,Classy product,"Certified Buyer, Meghnagar",Sujeet  Gupta ,0,0,excellent
4505,Sumit Singha,5,Awesome,"Certified Buyer, Naihati",Sumit Singha,0,0,Awesome camera📷📷
4506,Flipkart Customer,4,Really Nice,"Certified Buyer, Patna District",Flipkart Customer,0,0,It superb mobile I purchased first time iPhone for best experience 👌😁😁
4507,ASHUTOSH SINGH,5,Brilliant,"Certified Buyer, Palghar (e)",ASHUTOSH SINGH,0,0,Nice Phone
4508,Flipkart Customer,5,Terrific,"Certified Buyer, Pune District",Flipkart Customer,0,0,Good and nice to perform
4509,Flipkart Customer,5,Terrific purchase,"Certified Buyer, Mathura",Flipkart Customer,0,0,Super phone
4510,Uday Soni,4,Value-for-money,"Certified Buyer, Dabra",Uday Soni,0,0,Very good product 👍👍👌😀
4511,Basawaraj U,5,Terrific,"Certified Buyer, Bengaluru",Basawaraj U,0,0,"Excellent in every aspect,only problem with the device is that it is expensive. It is not affordable. Apple should consider this point and should supply charging adapter out of box at least in Indian retail units so that price can brought to some lower level."
4512,Jaan  Hazarika ,5,Great product,"Certified Buyer, New Delhi",Jaan  Hazarika ,0,0,Perfect
4513,Sudharshana Sudhi,4,Good quality product,"Certified Buyer, Ramanagara District",Sudharshana Sudhi,0,0,Super 👌
4514,Tejas  Gund,4,Very Good,"Certified Buyer, Pune",Tejas  Gund,0,0,According to features price is so high
4515,Atul  Maurya ,4,Good choice,"Certified Buyer, Ballia District",Atul  Maurya ,0,0,Awesome camera and performance ❤️
4516,Rajneesh Singh,5,Wonderful,"Certified Buyer, Prayagraj",Rajneesh Singh,0,0,Good
4517,E..   MURALI,5,Highly recommended,"Certified Buyer, Puttur",E..   MURALI,0,0,Amazing and camera is beast
4518,Suraj Singh kushwaha,5,Great product,"Certified Buyer, Ghaziabad",Suraj Singh kushwaha,0,0,Good product
4519,Abhishek  kumar,4,Good choice,"Certified Buyer, Bengaluru",Abhishek  kumar,0,0,"Except battery , everything is awesome"
4520,Arshit miglani,5,Worth every penny,"Certified Buyer, Ferozepur",Arshit miglani,0,0,GOOD ITS NY 5TH IPHONE THIS YEAR FROM FLIPKART
4521,Pradeep Kumar Sahu,5,Wonderful,"Certified Buyer, Bareilly",Pradeep Kumar Sahu,0,0,Superb
4522,Sudhee Maha,1,Worst experience ever!,"Certified Buyer, Hyderabad",Sudhee Maha,0,0,"Charging is getting drained quickly, poor performance."
4523,Flipkart Customer,4,Value-for-money,"Certified Buyer, Prayagraj",Flipkart Customer,0,0,Good phone
4524,Kartik Kaushik,5,Wonderful,"Certified Buyer, Meerut",Kartik Kaushik,0,0,Best phone
4525,Ankit Jha,1,Don't waste your money,"Certified Buyer, Rosera",Ankit Jha,0,0,NEVER EVER TRUST APPLE PRODUCTS TRUST ME U WILL REGRET AFTER BUYING APPLE PRODUCTS
4526,Upendra Verma,5,Fabulous!,"Certified Buyer, Lucknow",Upendra Verma,0,0,"Superb performance, display, camera and battery but Flipkart is fooling people on the name of BBD."
4527,Akash Sarkar,5,Simply awesome,"Certified Buyer, Gurugram",Akash Sarkar,0,0,"This is my first iphone ,its really Nice phone"
4528,Mahesh Sahu,4,Really Nice,"Certified Buyer, Nai Bazar",Mahesh Sahu,0,0,Awesome product
4529,kamal kishore,5,Highly recommended,"Certified Buyer, Delhi",kamal kishore,0,0,For me everything is perfect. I was an android user since my first phone but i switch to ios and my decision is good. Iphones are best. Thanks to flipkart.
4530,Flipkart Customer,5,Super!,"Certified Buyer, New Town",Flipkart Customer,0,0,Excellent
4531,Abhay  Kumar,4,Value-for-money,"Certified Buyer, Purba Champaran District",Abhay  Kumar,0,0,Good
4532,Jaison Dhas,5,Wonderful,"Certified Buyer, Malappuram",Jaison Dhas,0,0,"The product is superb since it's first one I have used.its camera performance even in low light,image stabilization is non comparable.it gives the premium feels while holding it"
4533,Pawan Kumar,5,Simply awesome,"Certified Buyer, New Delhi",Pawan Kumar,0,0,Best
4534,Sushil  Sharma,5,Excellent,"Certified Buyer, New Delhi",Sushil  Sharma,0,0,Good
4535,Flipkart Customer,5,Highly recommended,"Certified Buyer, Gurugram",Flipkart Customer,0,0,Awesome
4536,Flipkart Customer,5,Classy product,"Certified Buyer, Pune",Flipkart Customer,0,0,"Great product as the name suggests. However, delayed delivery service by Flipkart made it a bad shopping experience."
4537,Harish Meena,5,Mind-blowing purchase,"Certified Buyer, Jaipur",Harish Meena,0,0,Superb
4538,Najish Khan,5,Wonderful,"Certified Buyer, Dehradun",Najish Khan,0,0,Excellent
4539,Sukhwinder  Rana ,5,Worth every penny,"Certified Buyer, Kurali",Sukhwinder  Rana ,0,0,Good sexy look
4540,Paghdal  Mahesh  gobarbhai,5,Highly recommended,"Certified Buyer, Surat",Paghdal  Mahesh  gobarbhai,0,0,Good product
4541,Mohd Tahir,5,Awesome,"Certified Buyer, New Delhi",Mohd Tahir,0,0,Good product
4542,Vikramsinh Chauhan,5,Simply awesome,"Certified Buyer, Gandhinagar",Vikramsinh Chauhan,0,0,I received this phone perfectly good packaging. Good camera and good performance.
4543,Avinash Chowdary,4,Wonderful,"Certified Buyer, Chennai",Avinash Chowdary,0,0,Value for money mobile with flipkart big billon day sale
4544,Hrishikeh  Gaikwad,5,Fabulous!,"Certified Buyer, Navi Mumbai",Hrishikeh  Gaikwad,0,0,Got original product in BBD thank you
4545,dhiraj dubey,5,Mind-blowing purchase,"Certified Buyer, Prayagraj",dhiraj dubey,0,0,Good product
4546,Gaurav Choudhary,5,Best in the market!,"Certified Buyer, New Delhi",Gaurav Choudhary,0,0,Gt
4547,Dharmveer Singh,1,Don't waste your money,"Certified Buyer, Bengaluru",Dharmveer Singh,0,0,phone is good as everybody is saying. My concern is related to exchange with another phone which they have cancelled without any reason. its been more a week
4548,bijendra chauhan,5,Excellent,"Certified Buyer, Noida",bijendra chauhan,0,0,Wonderful phone
4549,Ashwani Verma,5,Great product,"Certified Buyer, Greater Noida",Ashwani Verma,0,0,Good
4550,GAGANDEEP  SINGH,5,Perfect product!,"Certified Buyer, Patiala District",GAGANDEEP  SINGH,0,0,Good
4551,Injamul Hussain,5,Simply awesome,"Certified Buyer, Mangaldoi",Injamul Hussain,0,0,Nice phone
4552,Flipkart Customer,5,Mind-blowing purchase,"Certified Buyer, Shimla",Flipkart Customer,0,0,Gud product
4553,Mausam Shrimali,5,Just wow!,"Certified Buyer, Rajsamand",Mausam Shrimali,0,0,Best Phone
4554,Mohit Kumar,5,Classy product,"Certified Buyer, Jamui",Mohit Kumar,0,0,Very good
4555,sunny kaushal,5,Classy product,"Certified Buyer, Patiala",sunny kaushal,0,0,Very nice
4556,Ravi Kumar Telagathoti,4,Nice product,"Certified Buyer, Hyderabad",Ravi Kumar Telagathoti,0,0,Nice
4557,Flipkart Customer,5,Wonderful,"Certified Buyer, Bareilly",Flipkart Customer,0,0,Perfect
4558,MUHAMMED ALTHAF T,5,Mind-blowing purchase,"Certified Buyer, Coimbatore",MUHAMMED ALTHAF T,0,0,I love it
4559,Vivek kumar Singh,5,Highly recommended,"Certified Buyer, Gurugram",Vivek kumar Singh,0,0,Good
4560,MAHESH KUMAR PATEL,5,Simply awesome,"Certified Buyer, Farakka Barrage Township",MAHESH KUMAR PATEL,0,0,everyone know about iphone no need to write any review
4561,Bidyutjyoti D,5,Wonderful,"Certified Buyer, Jorhat",Bidyutjyoti D,0,0,Good products
4562,Abhay Tak,5,Simply awesome,"Certified Buyer, Pune",Abhay Tak,0,0,Amazing
4563,BILLA SURESH,5,Perfect product!,"Certified Buyer, Nellore",BILLA SURESH,0,0,Good
4564,Vishal Dhable,4,Wonderful,"Certified Buyer, Nashik",Vishal Dhable,0,0,Good
4565,Flipkart Customer,5,Excellent,"Certified Buyer, Bilaspur",Flipkart Customer,0,0,Very good product 👌 👍
4566,Saurav Rana ,5,Just wow!,"Certified Buyer, New Delhi",Saurav Rana ,0,0,Good product
4567,ಶೈನ್  ಪೂಜಾರ್ ,5,Terrific,"Certified Buyer, Udupi",ಶೈನ್  ಪೂಜಾರ್ ,0,0,awesome product.
4568,Anshu Naskar,1,Utterly Disappointed,"Certified Buyer, Koyra",Anshu Naskar,0,0,"Battery 2/5 , Heating 1/5 , Camera 2/5"
4569,Pandurang Pathade,5,Terrific purchase,"Certified Buyer, Aurangabad",Pandurang Pathade,0,0,Camera- fabulous Battery- ok Design-suberrrbDesign-coolPerformance- too good
4570,Vajinder Singh,5,Highly recommended,"Certified Buyer, Jamshedpur",Vajinder Singh,0,0,Overall experience is good but Iphone should work on battery backup.
4571,jaydeep vanpariya,5,Terrific,"Certified Buyer, Ahmedabad",jaydeep vanpariya,0,0,"Purchased it in BBD, Its Good"
4572,Lavika Bhardwaj,5,Great product,"Certified Buyer, Jind",Lavika Bhardwaj,0,0,Its absolutely Worth it product
4573,Harshid Karade,5,Awesome,"Certified Buyer, Vidisha",Harshid Karade,0,0,Very good mobile
4574,Aayush  Chauhan,4,Delightful,"Certified Buyer, Gurugram",Aayush  Chauhan,0,1,I love the camera quality and night mode is awesome. Mind-blowing product.  got it at the best price during big billion days sale.....
4575,Mohammed Tabrez,5,Perfect product!,"Certified Buyer, Bangalore",Mohammed Tabrez,0,0,"Just Awesome performance, Loved it"
4576,Irfan Nakani,5,Awesome,"Certified Buyer, Rajkot",Irfan Nakani,0,0,Good
4577,Irfan Nakani,5,Brilliant,"Certified Buyer, Rajkot",Irfan Nakani,0,0,Good
4578,Flipkart Customer,5,Mind-blowing purchase,"Certified Buyer, Godhra",Flipkart Customer,0,0,Nice
4579,Partha Sarathi D,5,Just wow!,"Certified Buyer, Chennai",Partha Sarathi D,0,0,Awesome product ...
4580,Ankit Yadav,5,Great product,"Certified Buyer, Prithvipur",Ankit Yadav,0,0,Amazing
4581,Ashwani Singh,5,Super!,"Certified Buyer, Ghaziabad",Ashwani Singh,0,0,Amazing
4582,Ruturaj Patil,5,Terrific,"Certified Buyer, Pune",Ruturaj Patil,0,0,Good
4583,Mohd Abbas,5,Terrific,"Certified Buyer, New Delhi",Mohd Abbas,0,0,My first I phone
4584,Jeet Suthar,5,Highly recommended,"Certified Buyer, Ahmedabad",Jeet Suthar,0,0,Superb
4585,Ashis mondal,5,Terrific purchase,"Certified Buyer, Bengaluru Rural District",Ashis mondal,0,0,Value for money
4586,Vaibhav Verma,4,Delightful,"Certified Buyer, Raipur",Vaibhav Verma,0,0,Apple ip 14....😍😍Gret....
4587,Amit bhardwaj,5,Great product,"Certified Buyer, New Delhi",Amit bhardwaj,0,0,Good packaging and original product. Thank you Flipkart.
4588,Trinetra Gupta,5,Brilliant,"Certified Buyer, Mahrajganj Mahrajganj District",Trinetra Gupta,0,0,Cameras quality is very good ✌️Display best quality 👌Battery to good full day ☺️Best in sigament😌Design best
4589,Pranav  Mishra,5,Super!,"Certified Buyer, Shahjahanpur",Pranav  Mishra,0,0,Just awesome.  4th I Phone of life😍😍😍
4590,Ripan Biswas,5,Wonderful,"Certified Buyer, Dhupguri",Ripan Biswas,0,0,Over all Awesome product.Camera are great also
4591,Flipkart Customer,5,Perfect product!,"Certified Buyer, Hyderabad",Flipkart Customer,0,0,Nice product
4592,Hitendra  Brahmbhatt,4,Nice product,"Certified Buyer, Ahmedabad",Hitendra  Brahmbhatt,0,0,Good
4593,Anisha Atthaphan,5,Mind-blowing purchase,"Certified Buyer, Shillong Division",Anisha Atthaphan,0,0,Bhery good poroduct
4594,Amardeep Singh,5,Terrific,"Certified Buyer, Bathinda",Amardeep Singh,0,0,Best in class in camera and os
4595,Billa  Dhanu,5,Great product,"Certified Buyer, Anantapur",Billa  Dhanu,0,0,Thank you for sending Good product
4596,CHANDRA SHEKHAR LINGWAL,5,Best in the market!,"Certified Buyer, Mumbai",CHANDRA SHEKHAR LINGWAL,0,0,Apple is Apple ... No comparison ... worth every penny ...
4597,Issac Raju,5,Fabulous!,"Certified Buyer, West Godavari District",Issac Raju,0,0,Super
4598,Kabir Ali,4,Nice product,"Certified Buyer, Pune",Kabir Ali,0,0,Excellent
4599,Nazakat Nazir Sofi,5,Terrific,"Certified Buyer, Handwara",Nazakat Nazir Sofi,0,0,"I couldn't be happier with my purchase! The iPhone is a true masterpiece of technology and design. It delivers exceptional performance, a stunning display, and an outstanding camera. The build quality is top-notch, and it feels premium in hand. The battery life is impressive, easily lasting me a full day. Plus, the ecosystem of apps and services is seamless and efficient. Flipkart's delivery was swift, and the entire buying experience was hassle-free. I highly recommend this iPhone to anyone ..."
4600,Alex  pandian,5,Excellent,"Certified Buyer, Chennai",Alex  pandian,0,0,Good and excellent condition
4601,Rahul Patel,5,Wonderful,"Certified Buyer, Kanpur",Rahul Patel,0,0,Very good performance....Easy to carrySize is ok
4602,Flipkart Customer,5,Worth every penny,"Certified Buyer, Ludhiana",Flipkart Customer,0,0,Awesome I like it
4603,Deepanshu Sharma,5,Just wow!,"Certified Buyer, Solan District",Deepanshu Sharma,0,0,Nice product
4604,Flipkart Customer,5,Must buy!,"Certified Buyer, Jammu",Flipkart Customer,0,0,Good choice
4605,Manhar Vasava,5,Perfect product!,"Certified Buyer, Vadodara",Manhar Vasava,0,0,Good
4606,Sonu Chadel,5,Terrific purchase,"Certified Buyer, Meerut District",Sonu Chadel,0,0,Good prod
4607,amit pangam,5,Classy product,"Certified Buyer, Mumbai",amit pangam,0,0,Nice buy from Flipkart
4608,Flipkart Customer,5,Simply awesome,"Certified Buyer, Deesa",Flipkart Customer,0,0,Supper
4609,Rabindra Kumar Maharana,3,Nice,"Certified Buyer, Bhubaneswar",Rabindra Kumar Maharana,0,0,night photo is very bad
4610,pv raja,5,Classy product,"Certified Buyer, Hyderabad",pv raja,0,0,Super
4611,Tanoj Reddy,5,Wonderful,"Certified Buyer, Kakinada",Tanoj Reddy,0,0,Nice deal and also great chance
4612,Nandini Yagnik,4,Good choice,"Certified Buyer, Jaipur",Nandini Yagnik,0,0,Good and satisfied
4613,Hanjal Hafeez,5,Awesome,"Certified Buyer, Isri",Hanjal Hafeez,0,0,Super iphone
4614,Flipkart Customer,5,Classy product,"Certified Buyer, Suratgarh",Flipkart Customer,0,0,Amazing
4615,Gora Hundal,5,Awesome,"Certified Buyer, Nakodar",Gora Hundal,0,0,Superb performance
4616,Rama  Raju D,4,Nice product,"Certified Buyer, Bellary District",Rama  Raju D,0,0,The best one
4617,Flipkart Customer,5,Worth every penny,"Certified Buyer, Nashik District",Flipkart Customer,0,0,Excellent
4618,Flipkart Customer,5,Terrific purchase,"Certified Buyer, Ahmedabad",Flipkart Customer,0,0,Good
4619,cherry david,5,Perfect product!,"Certified Buyer, Chennai",cherry david,0,0,Good experience
4620,Ankur kumar,4,Really Nice,"Certified Buyer, Greater Noida",Ankur kumar,0,0,price is so high and no difference between iphone 13 and 14 only difference is number and in sale it will be value for money . overall phone is good
4621,Flipkart Customer,1,Don't waste your money,"Certified Buyer, Bhavnagar",Flipkart Customer,0,2,Bad
4622,Ashish Saxena ,5,Mind-blowing purchase,"Certified Buyer, Chhatarpur",Ashish Saxena ,0,0,Very nice
4623,Harsh Tiwari,5,Terrific purchase,"Certified Buyer, Vadodara",Harsh Tiwari,0,0,Awsm
4624,NAVEDUL HASSAN,5,Brilliant,"Certified Buyer, West Godavari",NAVEDUL HASSAN,0,0,Good mobile phone service
4625,Jahid  Hasan ,5,Terrific,"Certified Buyer, Ranchi",Jahid  Hasan ,0,0,Nice
4626,Ritali Buragohain,5,Mind-blowing purchase,"Certified Buyer, Digboi",Ritali Buragohain,0,0,Very good phone.
4627,Saurabh Mittal,5,Brilliant,"Certified Buyer, Saharanpur",Saurabh Mittal,0,0,Nice phone awesome performance
4628,Sagar Doifode,3,Nice,"Certified Buyer, Badlapur",Sagar Doifode,0,0,camera quality of one plus is far better than this.it captures dull face photos. dont know why but i m mot happy with the camera quality.Camera front and rear is worst. Not good for selfi and low light
4629,Flipkart Customer,5,Terrific,"Certified Buyer, Pune",Flipkart Customer,0,0,Best
4630,AKSHAY KOLI,5,Perfect product!,"Certified Buyer, Thane",AKSHAY KOLI,0,0,Best
4631,Siva E,5,Brilliant,"Certified Buyer, Hosur",Siva E,0,0,Gud
4632,mayank Choudhary,2,Moderate,"Certified Buyer, Jaipur",mayank Choudhary,0,1,"After buying iPhone, I started valuing my Android phone,iPhone seems features less. It makes me very slow. Nothing is seamless. nothing is direct, no shortcuts, no easy going"
4633,Flipkart Customer,5,Simply awesome,"Certified Buyer, Ambarnath",Flipkart Customer,0,0,Excellent
4634,Amandeep Aman,5,Terrific purchase,"Certified Buyer, Mumbai",Amandeep Aman,0,0,It's just awesome
4635,Fazil Husain,5,Wonderful,"Certified Buyer, Kanpur",Fazil Husain,0,0,Camera is very good and overall product is good..!
4636,Sapna Gupta,3,Good,"Certified Buyer, Kalyan",Sapna Gupta,0,0,Is started heating and the battery always go's down without use also iPhone should work on this
4637,Flipkart Customer,5,Wonderful,"Certified Buyer, Vadodara District",Flipkart Customer,0,0,Great product
4638,Vaishnavi  Sahu,5,Awesome,"Certified Buyer, Calapor",Vaishnavi  Sahu,0,0,Its an IPhone what else do we really need to say?❤️
4639,Parth Juneja,5,Terrific,"Certified Buyer, Chandigarh",Parth Juneja,0,0,Just awesome :)
4640,SUDHAKAR MOILY,5,Perfect product!,"Certified Buyer, Mangaluru",SUDHAKAR MOILY,0,0,Good. Nice
4641,Devisri Kovvuri,5,Awesome,"Certified Buyer, East Godavari District",Devisri Kovvuri,0,0,I phone 14 nice🥰😌
4642,Rohit Choudhary,5,Mind-blowing purchase,"Certified Buyer, Amritsar",Rohit Choudhary,0,0,No one can beat👊 I phone
4643,Rohit Choudhary,5,Great product,"Certified Buyer, Amritsar",Rohit Choudhary,0,0,No one can beat I phone
4644,Mohit  Gattani,5,Classy product,"Certified Buyer, Udaipur",Mohit  Gattani,0,0,Loved the phone and the camera great deal in big billion sale
4645,Flipkart Customer,4,Worth the money,"Certified Buyer, Gautam Buddh Nagar",Flipkart Customer,0,0,Iphone is always an iphone so not required any feedback and reviews
4646,Flipkart Customer,5,Worth every penny,"Certified Buyer, Bengaluru",Flipkart Customer,0,0,good
4647,GangaDas Kangula,5,Classy product,"Certified Buyer, Ghanpur Nizamabad District",GangaDas Kangula,0,0,Exlent mobile I am happy with this product
4648,prabha,5,Best in the market!,"Certified Buyer, Karamadai",prabha,0,0,Good
4649,Flipkart Customer,5,Simply awesome,"Certified Buyer, Coimbatore",Flipkart Customer,0,0,Amazing
4650,Bharat kokane,5,Perfect product!,"Certified Buyer, Singnapur Kopargaon",Bharat kokane,0,0,Best product
4651,Nitin Sharma,5,Brilliant,"Certified Buyer, Bhagalpur Division",Nitin Sharma,0,0,Best camera phone in this segment
4652,jaya  sinha,5,Super!,"Certified Buyer, Karnal",jaya  sinha,0,0,Very good
4653,Himanshi  Narang ,5,Awesome,"Certified Buyer, Bhiwani District",Himanshi  Narang ,0,0,Nice
4654,Hrushikesh Patil ,5,Wonderful,"Certified Buyer, Pune",Hrushikesh Patil ,0,0,"Awesome camera and performance, loving it❤️"
4655,prince kumar,5,Must buy!,"Certified Buyer, Tundla",prince kumar,0,0,Worthy
4656,Vinay Katiyar,5,Classy product,"Certified Buyer, Derapur",Vinay Katiyar,0,0,I like it 😌
4657,Dhiraj  Sharma,5,Mind-blowing purchase,"Certified Buyer, Sitamarhi District",Dhiraj  Sharma,0,0,Best Smart Phone Under This Price Range Compare To Other Phones In 2023 If You See Overall  Build Quality Performance And Camera With Fabulous Autofocus And Video Action Mode Are Awesome.50% Extra Ram Compare with Iphone 13 And Other More Features Best Time to upgrade  To Iphone 14. I'm So Happy  See most amazing camera quality photos....
4658,Rajeev  Kumar,1,Terrible product,"Certified Buyer, Raipur",Rajeev  Kumar,0,1,FOR COLLECTION OF OLD HANDSET THE PERSONS ONCE VISIT AND ASKED THAT WE HAVE NOT MUCH TIMES AGAIN WILL VISIT NEXT DAY BUT TILL NOT VISITED WE HAVE NOT ANY OPTION TO CONTACT. THE NO WHICH WE HAVE NOT CONNECTED.
4659,Lakhwinder singh,5,Wonderful,"Certified Buyer, Talwara",Lakhwinder singh,0,0,Great
4660,Sabbir Alam,5,Classy product,"Certified Buyer, Siliguri",Sabbir Alam,0,0,No need to say anything.The Name Says all 😁
4661,Faishal Saifi,5,Wonderful,"Certified Buyer, Thakurdwara",Faishal Saifi,0,0,Awesome product by Apple
4662,Kailash  Mali,4,Really Nice,"Certified Buyer, Jaipur",Kailash  Mali,0,0,Camera is good in outdoor but inside its not remarkable
4663,Sagar Lokhande,4,Very Good,"Certified Buyer, Thane",Sagar Lokhande,0,0,Best camera in the phone
4664,rahul panchal,5,Terrific purchase,"Certified Buyer, Panipat",rahul panchal,0,0,Good
4665,Shobhinth Suvarna,5,Just wow!,"Certified Buyer, Koppa",Shobhinth Suvarna,0,0,All time Best iOS mobile
4666,Dinesh Khariwal Jain,5,Brilliant,"Certified Buyer, Pimpri Chinchwad",Dinesh Khariwal Jain,0,0,Ordered at best price in Big Billion Sale! Valued for Money!
4667,Gourhari Dey,5,Super!,"Certified Buyer, Mumbai",Gourhari Dey,0,0,Very nice phone
4668,Flipkart Customer,1,Hated it!,"Certified Buyer, New Delhi",Flipkart Customer,0,0,So many issues are there in the iphone 14 which i had bought in bog billion sale it was the worst iPhone i have got(display issue locking issue scanner issue toll nownever expected this from Flipkart
4669,Sarthi Gouda,5,Awesome,"Certified Buyer, Bareilly",Sarthi Gouda,0,0,Good
4670,KUKKALA PRAMOD  KUMAR,4,Delightful,"Certified Buyer, West Godavari District",KUKKALA PRAMOD  KUMAR,0,0,Nice
4671,Flipkart Customer,4,Really Nice,"Certified Buyer, Nellore",Flipkart Customer,0,0,Good
4672,Flipkart Customer,5,Terrific,"Certified Buyer, Jorhat",Flipkart Customer,0,0,Go for it!!
4673,Pradeep Valvi,5,Highly recommended,"Certified Buyer, Vasai Virar",Pradeep Valvi,0,0,Iam so happy with this iPhone
4674,Iyamin Mistri,5,Highly recommended,"Certified Buyer, Nadia District",Iyamin Mistri,0,0,too good
4675,Priyanka,5,Best in the market!,"Certified Buyer, Hisar",Priyanka,0,0,i love it
4676,Vinod  Kumar,4,Good quality product,"Certified Buyer, Tharial",Vinod  Kumar,0,0,Camera quality of the phone is good. I was using iphone11 and now I upgrade to Iphone 14. Battery also improved. Software experience also good. I'm happy to get this phone.
4677,Karnika,5,Perfect product!,"Certified Buyer, Ghaziabad",Karnika,0,0,Amazing service by flipkart
4678,Maulik D,5,Must buy!,"Certified Buyer, Ahmedabad",Maulik D,0,0,It was nicee 😀 best camera quality
4679,Mohd Ak,5,Terrific,"Certified Buyer, Kanpur",Mohd Ak,0,0,Nice performance of price
4680,Itz AmIT,5,Simply awesome,"Certified Buyer, Siliguri",Itz AmIT,0,0,"It's good but, in this price range it could be better.."
4681,Khateeb Khan,5,Awesome,"Certified Buyer, New Delhi",Khateeb Khan,0,0,Good
4682,Abdul  Mujeeb ,4,Pretty good,"Certified Buyer, Bangalore",Abdul  Mujeeb ,0,0,Good and genuine
4683,Aniket Shahani ,5,Classy product,"Certified Buyer, New Delhi",Aniket Shahani ,0,0,Amazing picture display quality all are good but battery 🔋 Fair apple Iphone
4684,MAHRUDDIN SAIFI,5,Mind-blowing purchase,"Certified Buyer, Ghaziabad",MAHRUDDIN SAIFI,0,0,Everything is top notch 📸
4685,ANJANI SUMAN,5,Awesome,"Certified Buyer, Patna",ANJANI SUMAN,0,0,Nice product.
4686,Ghanshyam Chaudhary ,4,Pretty good,"Certified Buyer, Konkan Division",Ghanshyam Chaudhary ,0,0,Good phone but battery is not up to mark like Android.
4687,Flipkart Customer,5,Best in the market!,"Certified Buyer, Rajouri",Flipkart Customer,0,0,Wow
4688,ARUN KUMAR,5,Worth every penny,"Certified Buyer, Chennai",ARUN KUMAR,0,0,Awesome thanks Flipkart 😍🥰
4689,Sahil  Khan,5,Best in the market!,"Certified Buyer, Ghaziabad",Sahil  Khan,0,0,Good
4690,Dr.Anant Sachdeva,4,Delightful,"Certified Buyer, Abohar",Dr.Anant Sachdeva,0,0,Only camera matter nothing else
4691,Rimpa Biswas,5,Best in the market!,"Certified Buyer, New Town",Rimpa Biswas,0,0,Excellent 👍 u
4692,vimal chhimpa,5,Classy product,"Certified Buyer, Bikaner",vimal chhimpa,0,0,No word...bcz Apple brand is on Top.
4693,SAKTHIVEL ,5,Super!,"Certified Buyer, Oragadam Industrial Area",SAKTHIVEL ,0,0,Good one
4694,Chandra Veer  Singh,5,Great product,"Certified Buyer, Agra",Chandra Veer  Singh,0,0,Ok
4695,Flipkart Customer,5,Worth every penny,"Certified Buyer, New Delhi",Flipkart Customer,0,0,Awsome
4696,Vansh Vora,5,Classy product,"Certified Buyer, Junagadh",Vansh Vora,0,0,Thank you so much Flipkart it was amazing experience with Flipkart got this product at very reasonable price
4697,Shirish Upadhyay,2,Slightly disappointed,"Certified Buyer, Navi Mumbai",Shirish Upadhyay,0,0,Heating Issue
4698,Nabil Shaikh,5,Great product,"Certified Buyer, Mumbai",Nabil Shaikh,0,0,Camera is superb.. Rest all the things are just Apple.They are great with the UI and Security.
4699,Nivash Sharma,5,Just wow!,"Certified Buyer, Imphal",Nivash Sharma,0,0,Shifted to iphone after 12 years of using android. Clearly miss some of the comforts of android OS but still a very great change. Device is smooth as butter. Camera is excellent. Battery is also quite excellent. Anyone who's looking to own an iphone in 2023 can definitely go for the iphone 14.
4700,Bindu Thakur,5,Perfect product!,"Certified Buyer, Chamba",Bindu Thakur,0,0,Nice product
4701,JABBARUL AHMED,4,Wonderful,"Certified Buyer, Kokrajhar",JABBARUL AHMED,0,0,Wow
4702,Prabal Hari  Sharma,5,Classy product,"Certified Buyer, Aligarh",Prabal Hari  Sharma,0,0,Best
4703,Hardik Thakkar,5,Highly recommended,"Certified Buyer, Rajkot",Hardik Thakkar,0,0,V good product and service Flipkart
4704,Ajay Krishnan,5,Excellent,"Certified Buyer, Kozhikode",Ajay Krishnan,0,0,"Good camera, performance good, battery backup good,best for photography and videography"
4705,Nitin Giri,4,Wonderful,"Certified Buyer, New Delhi",Nitin Giri,0,0,Improved Battery LifeImpressive Camera Upgrades5G Capability
4706,Abhijeet 4,5,Perfect product!,"Certified Buyer, Indore",Abhijeet 4,0,0,Nice
4707,Wajid Khan,5,Super!,"Certified Buyer, Tangla",Wajid Khan,0,0,Very Good
4708,Flipkart Customer,5,Best in the market!,"Certified Buyer, Bhuj",Flipkart Customer,0,0,Best phone all is good
4709,Mohd Sadiq,5,Terrific,"Certified Buyer, Mumbai Suburban",Mohd Sadiq,0,0,Very good
4710,Ashish  Tiwari,5,Just wow!,"Certified Buyer, Fatehpur",Ashish  Tiwari,0,0,Loved it
